semantic_replication_id,replication_seed_state_uint32x4,dgp,N,T,panel,true_rank,replication,chunk_id,maintained_start_count,valid_start_count,failed_finite_objective,failed_feasibility,failed_stationarity,failed_objective_agreement,failed_boundary_rule,failed_rank_condition,failed_termination,failed_other,insufficient_valid_starts,best_two_valid_gap_exceeds_tolerance,any_start_stationarity_failure,any_start_termination_failure,any_start_feasibility_failure,any_start_boundary_active,all_start_objectives_finite,all_start_numerical_ranks,best_two_valid_objective_gap,objective_stability_tolerance,acceptance_pass,final_status
dgp2_N200_T200_r00001_truth1-1-1,3871191317-3442819875-2705658685-603889802,2,200,200,200x200,"(1,1,1)",1,dgp2_N200_T200_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N200_T200_r00001_truth2-1-1,1367797622-1444787725-3036616117-1688060580,2,200,200,200x200,"(2,1,1)",1,dgp2_N200_T200_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N200_T200_r00002_truth1-0-2,1287592202-926428889-3147535480-1455287782,2,200,200,200x200,"(1,0,2)",2,dgp2_N200_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N200_T200_r00002_truth1-1-1,168039143-1143408197-1636315705-2583352812,2,200,200,200x200,"(1,1,1)",2,dgp2_N200_T200_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N200_T200_r00002_truth2-1-1,1621781694-4189914052-1198683492-2430386415,2,200,200,200x200,"(2,1,1)",2,dgp2_N200_T200_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N50_T50_r00000_truth1-0-2,1351864941-3015764672-3337769075-2008425202,2,50,50,50x50,"(1,0,2)",0,dgp2_N50_T50_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N50_T50_r00000_truth1-1-1,3162017042-2410544605-3764515430-2399688956,2,50,50,50x50,"(1,1,1)",0,dgp2_N50_T50_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N50_T50_r00000_truth2-1-1,947379617-961646049-1142250921-3385409083,2,50,50,50x50,"(2,1,1)",0,dgp2_N50_T50_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N50_T50_r00001_truth1-0-2,866281597-2426690772-188869684-848719527,2,50,50,50x50,"(1,0,2)",1,dgp2_N50_T50_true1-0-2_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N50_T50_r00001_truth1-1-1,1054565426-242124146-2183004306-2591071737,2,50,50,50x50,"(1,1,1)",1,dgp2_N50_T50_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N50_T50_r00001_truth2-1-1,1340194055-719691171-3377104533-15995996,2,50,50,50x50,"(2,1,1)",1,dgp2_N50_T50_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N50_T50_r00002_truth1-0-2,3286614307-3856278492-3987532466-574980643,2,50,50,50x50,"(1,0,2)",2,dgp2_N50_T50_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N50_T50_r00002_truth1-1-1,2310229955-2603218851-4227183367-54256364,2,50,50,50x50,"(1,1,1)",2,dgp2_N50_T50_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp2_N50_T50_r00002_truth2-1-1,687636783-1837042607-2781739911-1161389286,2,50,50,50x50,"(2,1,1)",2,dgp2_N50_T50_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T100_r00000_truth1-0-2,1486809788-3470835578-2828738532-480705615,3,100,100,100x100,"(1,0,2)",0,dgp3_N100_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T100_r00000_truth1-1-1,800624461-1201598490-1118010334-613245821,3,100,100,100x100,"(1,1,1)",0,dgp3_N100_T100_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T100_r00000_truth2-1-1,2959526028-146271523-4137328768-319987039,3,100,100,100x100,"(2,1,1)",0,dgp3_N100_T100_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T100_r00001_truth1-0-2,2821187388-1241561100-1598424872-2486452929,3,100,100,100x100,"(1,0,2)",1,dgp3_N100_T100_true1-0-2_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T100_r00001_truth1-1-1,733804780-2954729125-3062950983-3132550845,3,100,100,100x100,"(1,1,1)",1,dgp3_N100_T100_true1-1-1_r00000-00002,3,2,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",0.004776132980092956,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T100_r00001_truth2-1-1,976224121-2357997850-1393717145-3993617420,3,100,100,100x100,"(2,1,1)",1,dgp3_N100_T100_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T100_r00002_truth1-0-2,3223358018-2139520084-1500177038-3074857076,3,100,100,100x100,"(1,0,2)",2,dgp3_N100_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T100_r00002_truth1-1-1,3221864397-430044745-1720711488-2354641883,3,100,100,100x100,"(1,1,1)",2,dgp3_N100_T100_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T100_r00002_truth2-1-1,3411092425-503350499-1123752593-1407803333,3,100,100,100x100,"(2,1,1)",2,dgp3_N100_T100_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T200_r00000_truth1-0-2,938605600-988183740-635215163-4032801214,3,100,200,100x200,"(1,0,2)",0,dgp3_N100_T200_true1-0-2_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T200_r00000_truth1-1-1,4250758966-2789389851-3659802913-1137425109,3,100,200,100x200,"(1,1,1)",0,dgp3_N100_T200_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T200_r00000_truth2-1-1,479170968-3420788171-1864653244-498376269,3,100,200,100x200,"(2,1,1)",0,dgp3_N100_T200_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T200_r00001_truth1-0-2,132042692-2685114869-3716010726-1199888201,3,100,200,100x200,"(1,0,2)",1,dgp3_N100_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T200_r00001_truth1-1-1,1421913956-2949771112-576327862-529411216,3,100,200,100x200,"(1,1,1)",1,dgp3_N100_T200_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T200_r00001_truth2-1-1,2070444568-465963934-1203666639-929789934,3,100,200,100x200,"(2,1,1)",1,dgp3_N100_T200_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T200_r00002_truth1-0-2,1448961709-1017913080-618808642-1844282223,3,100,200,100x200,"(1,0,2)",2,dgp3_N100_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T200_r00002_truth1-1-1,2239952218-2216757505-2313403139-373250267,3,100,200,100x200,"(1,1,1)",2,dgp3_N100_T200_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N100_T200_r00002_truth2-1-1,3371159053-1768383540-4162441873-202815216,3,100,200,100x200,"(2,1,1)",2,dgp3_N100_T200_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T100_r00000_truth1-0-2,3656346985-502819203-2078870138-2860639267,3,200,100,200x100,"(1,0,2)",0,dgp3_N200_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T100_r00000_truth1-1-1,1015827703-2109203979-3680649681-2458841060,3,200,100,200x100,"(1,1,1)",0,dgp3_N200_T100_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T100_r00000_truth2-1-1,4114334519-539277116-979419961-851985244,3,200,100,200x100,"(2,1,1)",0,dgp3_N200_T100_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T100_r00001_truth1-0-2,853473217-762169822-347844544-1143722543,3,200,100,200x100,"(1,0,2)",1,dgp3_N200_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T100_r00001_truth1-1-1,392009985-267571980-211665891-24465522,3,200,100,200x100,"(1,1,1)",1,dgp3_N200_T100_true1-1-1_r00000-00002,3,2,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",0.00036629743266993213,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T100_r00001_truth2-1-1,2472583359-2543471858-2001434419-461736905,3,200,100,200x100,"(2,1,1)",1,dgp3_N200_T100_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T100_r00002_truth1-0-2,2265846964-3256309932-2928012946-3917602969,3,200,100,200x100,"(1,0,2)",2,dgp3_N200_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T100_r00002_truth1-1-1,2889174065-815809023-4134965435-3722425895,3,200,100,200x100,"(1,1,1)",2,dgp3_N200_T100_true1-1-1_r00000-00002,3,2,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",0.0007407825426831513,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T100_r00002_truth2-1-1,3260695765-3603608872-1620334880-480690828,3,200,100,200x100,"(2,1,1)",2,dgp3_N200_T100_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T200_r00000_truth1-0-2,2312764212-1494198990-342391507-2028782964,3,200,200,200x200,"(1,0,2)",0,dgp3_N200_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T200_r00000_truth1-1-1,2106529059-2158247977-1947629300-2683282092,3,200,200,200x200,"(1,1,1)",0,dgp3_N200_T200_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T200_r00000_truth2-1-1,830966471-1496634249-696573124-2406246495,3,200,200,200x200,"(2,1,1)",0,dgp3_N200_T200_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T200_r00001_truth1-0-2,2318876328-1263913371-2566942784-3198552952,3,200,200,200x200,"(1,0,2)",1,dgp3_N200_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T200_r00001_truth1-1-1,1476671418-3377321581-2438484497-329439386,3,200,200,200x200,"(1,1,1)",1,dgp3_N200_T200_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T200_r00001_truth2-1-1,2245829658-2500595684-2494441033-3861288289,3,200,200,200x200,"(2,1,1)",1,dgp3_N200_T200_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T200_r00002_truth1-0-2,4005959600-1132017777-3841167933-3541507839,3,200,200,200x200,"(1,0,2)",2,dgp3_N200_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T200_r00002_truth1-1-1,238557113-1918276945-2501175461-3612053427,3,200,200,200x200,"(1,1,1)",2,dgp3_N200_T200_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N200_T200_r00002_truth2-1-1,643657787-3309603376-3781479713-515715932,3,200,200,200x200,"(2,1,1)",2,dgp3_N200_T200_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N50_T50_r00000_truth1-0-2,1286460399-2279507330-2059296155-672249821,3,50,50,50x50,"(1,0,2)",0,dgp3_N50_T50_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N50_T50_r00000_truth1-1-1,1787509022-980612291-2264160897-3746017924,3,50,50,50x50,"(1,1,1)",0,dgp3_N50_T50_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N50_T50_r00000_truth2-1-1,1310934072-1270295685-1120480843-229258439,3,50,50,50x50,"(2,1,1)",0,dgp3_N50_T50_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N50_T50_r00001_truth1-0-2,1364441522-2552033468-2661550231-2054488423,3,50,50,50x50,"(1,0,2)",1,dgp3_N50_T50_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N50_T50_r00001_truth1-1-1,539936278-884572354-2817671413-3966880602,3,50,50,50x50,"(1,1,1)",1,dgp3_N50_T50_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N50_T50_r00001_truth2-1-1,303856711-3513806541-941558668-3304176264,3,50,50,50x50,"(2,1,1)",1,dgp3_N50_T50_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N50_T50_r00002_truth1-0-2,1296281065-1838850120-538973158-2436433544,3,50,50,50x50,"(1,0,2)",2,dgp3_N50_T50_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N50_T50_r00002_truth1-1-1,1051216336-3450759078-3828446514-3437268365,3,50,50,50x50,"(1,1,1)",2,dgp3_N50_T50_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp3_N50_T50_r00002_truth2-1-1,2487863820-2779217692-510023001-3888235150,3,50,50,50x50,"(2,1,1)",2,dgp3_N50_T50_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T100_r00000_truth1-0-2,2069766656-2578762471-2033592375-44013636,4,100,100,100x100,"(1,0,2)",0,dgp4_N100_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T100_r00000_truth1-1-1,385918163-4132155763-731645527-4014022654,4,100,100,100x100,"(1,1,1)",0,dgp4_N100_T100_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T100_r00000_truth2-1-1,2874203585-2844070747-2763398740-1146155464,4,100,100,100x100,"(2,1,1)",0,dgp4_N100_T100_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T100_r00001_truth1-0-2,2729666986-1629179697-2333094189-211834719,4,100,100,100x100,"(1,0,2)",1,dgp4_N100_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T100_r00001_truth1-1-1,1207003025-3771024125-4069933038-397760462,4,100,100,100x100,"(1,1,1)",1,dgp4_N100_T100_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T100_r00001_truth2-1-1,583419614-2872437717-2107304508-804724245,4,100,100,100x100,"(2,1,1)",1,dgp4_N100_T100_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T100_r00002_truth1-0-2,3155436651-2332172037-1303179375-3426118865,4,100,100,100x100,"(1,0,2)",2,dgp4_N100_T100_true1-0-2_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T100_r00002_truth1-1-1,2981313118-1331594639-3177660210-2038768691,4,100,100,100x100,"(1,1,1)",2,dgp4_N100_T100_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T100_r00002_truth2-1-1,1173665974-4227172950-101913412-326261931,4,100,100,100x100,"(2,1,1)",2,dgp4_N100_T100_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T200_r00000_truth1-0-2,563170358-1765172719-2288690897-230186793,4,100,200,100x200,"(1,0,2)",0,dgp4_N100_T200_true1-0-2_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T200_r00000_truth1-1-1,2434068050-2612452472-1656677628-2601928093,4,100,200,100x200,"(1,1,1)",0,dgp4_N100_T200_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T200_r00000_truth2-1-1,336137141-2896164969-3273121974-1333298236,4,100,200,100x200,"(2,1,1)",0,dgp4_N100_T200_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T200_r00001_truth1-0-2,4219165668-849120921-4160178494-2033058563,4,100,200,100x200,"(1,0,2)",1,dgp4_N100_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T200_r00001_truth1-1-1,1527008629-549951036-462851613-2314827651,4,100,200,100x200,"(1,1,1)",1,dgp4_N100_T200_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T200_r00001_truth2-1-1,1844252448-3331810183-111716798-2511901438,4,100,200,100x200,"(2,1,1)",1,dgp4_N100_T200_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T200_r00002_truth1-0-2,105434115-2042572771-1636393000-742735955,4,100,200,100x200,"(1,0,2)",2,dgp4_N100_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T200_r00002_truth1-1-1,219190408-3385337432-781999289-2740724383,4,100,200,100x200,"(1,1,1)",2,dgp4_N100_T200_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N100_T200_r00002_truth2-1-1,1131670080-3648155492-758057784-1316711291,4,100,200,100x200,"(2,1,1)",2,dgp4_N100_T200_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
