record_type,run_id,dgp,N,T,replication,method,target,primary_status,status,completed_dgp_replication,point_estimate_valid,inference_valid,retained_for_bias_rmse,retained_for_coverage,retained_for_rejection,supplied_rank_vector,selected_rank_vector,cap_pilot_rank,candidate_coverage,rank_selection_diagnostics,expected_fit_count,semantic_replication_id,dgp_realization_hash,replication_runtime_seconds,exception_type,exception_message,unconstrained_outside_box,constrained_fallback_used,boundary_active,constrained_solver_status
replication,beb5729f4f89ab13,2,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T100_r00000_truth1-0-2,05c8e0f57fd0e01dc2cc4b09d441f3c61f7e2ed17aa213c930a16abbd293e3e3,53.262114199998905,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T100_r00001_truth1-0-2,dd608552b40d1343cbd095b4c70300b0735d453c3fdc2c3baf15b9578b397ad8,44.903867400003946,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T100_r00002_truth1-0-2,fb99bf75089c3fac35d36978c38d3c0c4fb63eb425a9028b87fdfb705799ccf2,45.16692410000542,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T100_r00000_truth1-1-1,f4755ee8bbf117f2f2e8c7d45750ffae99b3bbcbda9e0a92e470c0abcd108dd6,2365.218249700003,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,constrained_optimality_failure
replication,beb5729f4f89ab13,2,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T100_r00001_truth1-1-1,4b0b609bd15e71a527e3e474fa115c77a1656658b3f079a43ac410e04ec8d03f,1138.810237400001,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T100_r00002_truth1-1-1,8eb504328290315d26f4f79f1abdfee3d22d5dc382d3b65243b34ad15eba2dac,1047.1785069000034,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,2,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T100_r00000_truth2-1-1,3a62b42b2cd9bb304b3c8518afad955e19fe009f0f0e71bafa17eb83d687ad9b,53.26999319999595,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T100_r00001_truth2-1-1,a190aead170ddf010751d58a35fed306fd51f5ee375c5cb1594caa8ac498a07a,53.344060200004606,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T100_r00002_truth2-1-1,dba58d5f85ae0aff5160c837cbb1d68d36cb69fc77d8e9a8706f196eaecb8101,54.24752509999962,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T200_r00000_truth1-0-2,5caa7df268fc0d0fbe35e863cd639617925fe2b8616226e251e49154664900ea,67.68956569999864,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T200_r00001_truth1-0-2,82bc196625566abb6664b8bc1586ffc79ad90bfcebb1edec793fd5fee27eac59,68.0252160000091,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T200_r00002_truth1-0-2,e11e43a19aab0deb24904f903a9b0400533ffd971cdbba489c22eb182588b006,74.73850259999745,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T200_r00000_truth1-1-1,17a8bd8ef94f8d32d1452224fdb1b082a23f6713b14fd40425b333a9f60c2234,1621.577347999999,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,constrained_optimality_failure
replication,beb5729f4f89ab13,2,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T200_r00001_truth1-1-1,6c503f4ce1e15ec0c508ca668ae5c3e91efb1db7262e983c140a1980052f6fd7,77.13591459999589,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T200_r00002_truth1-1-1,f9a8a24e30b87fdcd72b3d73b4edb5f09a12a8a4fd4f15984ba5360095ace45f,78.43817180000042,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T200_r00000_truth2-1-1,26ccfdffe38ac8ce6567a083892ceb0b6a154145dba5f25f2d41f87b848d4f3b,70.54433240000799,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T200_r00001_truth2-1-1,b571de7489d33e197abed47c7a4521896d39c6df1010f89dabccd09c33081a27,66.9457098999992,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N200_T200_r00002_truth2-1-1,009861fa14b9479e4a1e00fac1baea6d9e98838d1803035d177596cadd04da19,72.30563220000477,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,2,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N50_T50_r00000_truth1-0-2,fefbf6a230fedbb3e3e8b0136a672848637cdda02d1a96eebf3eaa8a490d5bf8,735.9374385999981,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N50_T50_r00001_truth1-0-2,9e36a39f4be57986ec09296919e757466bb0c89187ad8165f5a5840cdaa009de,565.2390198999929,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N50_T50_r00002_truth1-0-2,86603c1af46a41deb7d07cfaae74376567706340b79b9fc58e2d717eadf08364,831.3329457999935,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N50_T50_r00000_truth1-1-1,e5d8c9e8b3708311f63bb3031e43d8bad7c3079ba211a54168b1a6dab072ec4b,933.7925144999972,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N50_T50_r00001_truth1-1-1,1df7d64eaa174ca65bc3c35c6ea938e6fd816b97744c4d58f0c2ff6db7b27d8e,838.561692299998,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N50_T50_r00002_truth1-1-1,3fba084d7e0749fcc4489faee7dd99826b62e82d92a306a59efcba08dc5832f4,955.1264531999987,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N50_T50_r00000_truth2-1-1,8c32c10a72b54cb64c81ad96ede055e95e66bd1933e28746968bc60baa509513,624.466225600001,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N50_T50_r00001_truth2-1-1,a92956e90f9f3a9215d9f7d608f717aff14fa65dbb3f5843cf43f13b69fc3d5b,615.4086901999981,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,2,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp2_N50_T50_r00002_truth2-1-1,e6d6d5367c57e04fce8e3d8b4c343c8125373b9ba7acb9a6601cba775d8b3fb0,498.2327174999955,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T100_r00000_truth1-0-2,f7d62a1602afc3c86f857e546de7174446880808996bee3c720569418fd02cde,615.603362599999,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T100_r00001_truth1-0-2,b398fba12e8f3185adcfe4bf529a9b0a87eb60828d1c81e6739dd975b0db3d5e,639.7874908999947,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T100_r00002_truth1-0-2,5afd13a56c5c61449ebe75e40178edb5cedfeb247b3f07f542fd3e41b9d439d2,609.8376243000093,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,constrained_optimality_failure
replication,beb5729f4f89ab13,3,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T100_r00000_truth1-1-1,37af1461e411e3035b8fbb6669d48d1774c66466a77646aa8fb818831177396d,2120.0342189999938,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T100_r00001_truth1-1-1,d281a17ca57f24c1abf038956e04b586312420b3af79981f6826eb3084c307b2,1434.9069937000022,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,3,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T100_r00002_truth1-1-1,339833ebcb2b1bd963185bc1a97bb5e7c24367dc304683b2541b30ea6b324095,1946.9504041999971,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T100_r00000_truth2-1-1,95852fdaa8aab731bea915081c43adb02ad4a86fc0a5c522d06bc8fdc347b2fb,33.46232120000059,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T100_r00001_truth2-1-1,697c8e8a6236984b41214bb44de443f4401b21f857cdc35c86f27ccf8529e129,268.96275869999954,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,3,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T100_r00002_truth2-1-1,95c0f5b495cda4fab8689027a45d096700a96e806a6f5dee668352af67156c88,433.4777071999997,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T200_r00000_truth1-0-2,18083930c1332f118e562f19004ff61151d6fd648011a94d137e45d28b255561,308.42750890000025,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,3,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T200_r00001_truth1-0-2,f3f58bde06e8637686c38b023ea1322250ae97c343dd505f51b68fa295bd72b2,72.25224170000001,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T200_r00002_truth1-0-2,45eca59ce2be79c5833c6be8b1616e595c1b66f8a5856a2321e122a926fada14,59.16673230000015,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T200_r00000_truth1-1-1,3b8cf34dec38da5b6e88d1580111c0b20530fe79097314febfd94215e449f113,2326.2714507999917,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T200_r00001_truth1-1-1,aaba470204ba3c965241769a180fb923e519691a95e11c55eeeb452bfe896583,50.42111090000253,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T200_r00002_truth1-1-1,baf365d7e4a9dcf7612c441329c860e51c4afd98f6187904d4446313c542241e,1050.1676802000002,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T200_r00000_truth2-1-1,f11f7d11b8a653f8aeec54dc87c065fc0198da938eda016bde90a0af8768372d,59.20211169999675,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T200_r00001_truth2-1-1,f81c184b241717a11dafdfef69b00ce96d05e283e8acb27d1239849853f60740,58.822180899995146,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N100_T200_r00002_truth2-1-1,31080b0f599d4cab478a77c2520ff14309bcd2e432af3b2a33677a84f098573e,53.49286349999602,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T100_r00000_truth1-0-2,0a37af0d263b8d60830a3426a1f25db94aba30072f94adaa8c749ad813a954a7,732.6355850999971,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T100_r00001_truth1-0-2,9ef4375f0b0e5ca7770b67504622c54cc90e7f43e70819012a0c564e37e459ab,45.77451309999742,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T100_r00002_truth1-0-2,d3fc1c0317a4a38d49ad6c1208c8f1cfc3052d8ac064f24ea08bd0e3b86976e1,46.1428656999924,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T100_r00000_truth1-1-1,b59025acb6836face419347794988b4e4742569cb6b1345c5c8b5fabed3ea153,1060.8685732000013,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T100_r00001_truth1-1-1,3b2544c79153c95415b3d4f39bacd91bbe331ece267075acb577f5c5eff4c36f,952.4844431999954,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,3,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T100_r00002_truth1-1-1,1198e8a9e48242cb8e589502602972bd884a33c2011d7aed57691004c579b1fd,2749.5747914999956,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,3,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T100_r00000_truth2-1-1,49ea6cf307b2011203b39eb9a10f90ca3aaaf233fff75008d4a4821160cfb8d4,53.3431702000089,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T100_r00001_truth2-1-1,a1af57aad8bf5776c67a79a006f4176eadf549465483d0c70d3b7f7f5e9519a1,54.72690710000461,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T100_r00002_truth2-1-1,ce7adb49e0c1f98e63fe806cf2a60df94667b96516ec45bc760cc6c06573be16,49.64152589999139,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T200_r00000_truth1-0-2,fd5b937c6124f2fdb3365219bc89947f1e2be66c69213d75fadf546c5f6aeefe,75.20431370000006,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T200_r00001_truth1-0-2,a59ee30e5f04481d835629690242a758852e2871cd37eb253446eeb3804c5699,110.95087660000718,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T200_r00002_truth1-0-2,8e4f980d556976d97a48484b3b9329245040be8745add5aaefc364176ca4d744,110.89446970001154,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T200_r00000_truth1-1-1,98753abed5a946128fc79ef11f26862e960e7123ccb167018d7419331f644fd2,75.67065939999884,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T200_r00001_truth1-1-1,5c589c186143d8f820d85cfa37a08e63975b26d4fba16e989e5371db44da955f,1294.8779607999968,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,3,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T200_r00002_truth1-1-1,b2da71fc001a83c42572798df35c29f3b49662a47a6c69e4cde218dc068764a7,978.9970774999965,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,3,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T200_r00000_truth2-1-1,43529b49175288eef129d4ae87e3a28785a0f81c2aeb4aef7578c8cf0ecad6ec,71.4194523000042,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T200_r00001_truth2-1-1,2a4b5a535500633e4fcf19aafe767d20245883f91585377a3288df511e230296,73.20290170000226,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N200_T200_r00002_truth2-1-1,7ea859114273e7a40e438533215becedd9a961a414e8ec207fc4fc68448c0830,77.7689185999916,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,3,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N50_T50_r00000_truth1-0-2,88b593abc3e11ca51455eac95532160d7bc4257943701d3f9c6cf322250e7f3c,783.6051196000044,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N50_T50_r00001_truth1-0-2,61a6ed207cdf7cdfa270182956722b51e0f979917cb3c88cacd6d9d72cf61e5f,771.4770363999996,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
